"b_Intercept","b_AU10","b_AU12","Intercept","lp__"
0.533608884021087,1.35395126464067,-0.67787132773906,0.580111542370339,-239.139847811948
0.595162935584089,1.4263789710352,-0.600572930889309,0.667648394163569,-238.098896647982
0.631567414771214,1.32948689599456,-0.65030080823196,0.680399922860403,-238.149925277208
0.610019539828347,1.47661285216,-0.808242188962657,0.64646775620297,-238.419920794134
0.672959382720461,1.39433770283242,-0.842421259770041,0.690987770744924,-238.765221970394
0.564925646578415,1.45434183666858,-0.456304994099297,0.671116590788019,-239.016838134448
0.543167628108552,1.29905098078774,-0.329118216251979,0.654253649682314,-240.184335869404
0.705355869620164,1.42231446277859,-0.716290583786666,0.753339123013073,-239.35740307145
0.701388421227941,1.18226889347506,-0.832013584825334,0.692319251053742,-240.340323266777
0.709229225458891,1.30918876685526,-0.532104873938388,0.779716322830984,-239.601877830298
0.656304113164375,1.30751528779062,-0.47225869648365,0.738942353587154,-239.060851231481
0.618508295070544,1.30809782845024,-0.47666865860447,0.700314479973101,-238.708203383981
0.702298172751096,1.31590116718099,-0.806483296306524,0.716943168988503,-238.998231858417
0.513126867377936,1.47735831146806,-0.486953801464631,0.616151365208434,-239.020179992327
0.486618136885482,1.48629721438052,-0.709684662427144,0.544793339746146,-239.353421865613
0.508436149088894,1.54254197292947,-0.429167655275245,0.632407251160149,-240.000516412538
0.500236588710661,1.44711054488149,-0.424003200165866,0.612113243142757,-239.502697121106
0.64249855526257,1.38656511528857,-0.754889883711287,0.677564802120727,-238.210561938893
0.632038053837799,1.37641941134318,-0.666805210590752,0.6839293083836,-238.052466788726
0.59559425146628,1.29831748410953,-0.683641066949583,0.633229545767681,-238.670485875263
0.652008044215421,1.30500450691047,-0.554986858128725,0.717183798659197,-238.491375556838
0.647249874061478,1.25451497406986,-0.613131647274038,0.693431598635105,-238.612835670227
0.620554639376152,1.33594602947111,-0.545216155352127,0.692019714747588,-238.300874094342
0.578699412697618,1.47032036204535,-0.763689034025863,0.623497593526108,-238.275034519986
0.550261596086879,1.33295070556761,-0.607839596279308,0.608356949348761,-238.78389184475
0.571890277630052,1.27746856434461,-0.362045305239625,0.673186913007317,-239.776482985758
0.475042600614921,1.43124096142405,-0.885181720059089,0.489314101488771,-241.737128895232
0.497102214774686,1.60860433268193,-1.24195457976248,0.462022554504095,-244.929141921762
0.65661503042149,1.41829237501937,-0.846104598917628,0.677185440992929,-238.669363122668
0.65661503042149,1.41829237501937,-0.846104598917628,0.677185440992929,-238.669363122668
0.65661503042149,1.41829237501937,-0.846104598917628,0.677185440992929,-238.669363122668
0.631328325876303,1.29511301538243,-0.619682221519709,0.681754489062905,-238.324928486396
0.667483181157548,1.41551062436366,-0.607082729940101,0.737122702461481,-238.834424226926
0.670387911509837,1.36111753424551,-0.685120384865412,0.716379215916374,-238.358743421691
0.701745633028057,1.43323717025164,-0.833243579460672,0.727038295243316,-239.363168544321
0.643441076412247,1.1380865210138,-0.372844024926511,0.723278384498321,-240.722728438932
0.582555702649758,1.48913243522511,-0.663881212046538,0.650598546395317,-238.219037047417
0.619093477991169,1.3036454864463,-0.585416282451952,0.677786038373014,-238.314713941053
0.636900138848052,1.29243406948854,-0.612921716206251,0.688355517493454,-238.341386350194
0.503408741954801,1.45682398532772,-0.508370295897779,0.599169920090119,-238.9932855822
0.706280808962302,1.28640271877015,-0.664007382260023,0.746334829014732,-238.897190210121
0.712673854062646,1.33656976780607,-0.661340089351276,0.760199320790806,-239.08627438188
0.698487799209931,1.32445754397506,-0.628055208186531,0.751229141512726,-238.854440045653
0.687188026495148,1.37395288812775,-0.66216296219586,0.739699536127418,-238.709101439083
0.628010506541786,1.2678149831887,-0.553948160726096,0.688271574417586,-238.585798187953
0.541468398133855,1.54035270467881,-0.580964824758843,0.633731221242896,-238.80802764702
0.546815108639851,1.63321581163096,-0.825596619270923,0.601273161429447,-239.655218721674
0.632740212977187,1.07743936273717,-0.510718343921843,0.675686674612277,-241.311757733918
0.68614468157295,1.47787586952051,-0.727090705286516,0.739557069378569,-239.477893062558
0.66618951576197,1.49136210416095,-0.717406376746218,0.723465728043574,-239.188058778377
0.639064489058007,1.24986938328293,-0.673550050264717,0.672105083249159,-238.771123094065
0.525282192658813,1.43427066887269,-0.765688894345733,0.564694237811102,-239.092865947016
0.674756898407287,1.44821306226821,-0.753771205181857,0.718557761096311,-238.840713145625
0.5126393485701,1.38213803620484,-0.608133271921309,0.577458400752565,-239.092002154843
0.517051788937442,1.5066316693195,-0.51292845316698,0.618739925429722,-238.973535013027
0.487368988198719,1.49205475845883,-0.380574904264483,0.614430009172802,-240.176289236182
0.706063627789814,1.22951909076185,-0.662918370494506,0.738496942964999,-239.1294441377
0.681054026472851,1.20336329814361,-0.756656576957348,0.690485534432517,-239.549151146337
0.581565565801466,1.67358783944702,-1.25654214339863,0.552431031228926,-244.240235385125
0.554663518407197,1.62570015939859,-1.20525200751618,0.529535538838136,-243.23082869853
