"b_Intercept","b_AU1","b_AU2","b_AU4","b_AU5","b_AU6","b_AU7","b_AU10","b_AU12","b_AU14","b_AU15","b_AU17","b_AU21","b_AU23","b_AU25","b_AU26","sigma","lp__"
2.07042842194155,1.57694201535053,-3.80777475156931,0.344314674569707,-1.2603430594347,1.42903498308548,-1.69971856013203,-1.48062400481205,-0.524188113924399,-1.80934355536351,-1.82567848835347,-1.98827074115158,3.18089182834011,-0.394101424287546,2.17225502342822,0.0259877752397818,1.72260915952108,-245.81732118115
1.87430578929113,1.33591840304255,-0.426294209283313,-0.221880620208592,-1.87438285493343,1.76993225613305,0.200200117973696,-2.88166591782944,0.381360754931811,-1.97561007917045,-2.57300005546649,-1.16874575069774,-0.607833134015074,0.200874564607481,1.5979479308602,0.532391527890667,2.05057088344776,-238.320857292833
1.50217390316782,4.55272964959472,-4.89708880587179,-1.03531226995994,-2.19441192021191,1.75607539651164,0.314202858090182,-1.51717343314088,-0.00847141949730512,-0.907291070864008,-3.9662307609558,-2.57984422433152,3.65207800202744,-0.129013195325455,0.75216046712941,1.22477311347055,2.0017386862582,-239.216131673417
2.00224838112761,1.87083376119178,-1.87305827552006,0.26403250800068,-0.180902365520348,0.402518712848732,-0.204522772698772,-1.19006926470684,1.37943164401799,-1.70162697912262,-1.20230153628402,-0.806766484038273,-2.97526108891914,0.067003046049106,0.967012591927049,-0.782723477148564,1.75132348888617,-237.733062928882
1.6548892127215,3.54923737719037,-2.8930436453215,0.0219068415289011,-2.09169038882585,0.077136468301953,-0.0622014618999623,-2.31508049645875,2.54300736417768,-1.08349974241692,-1.6326718240534,-1.08676905048414,0.894412516488672,0.803556017103885,0.218695092570437,1.31548918812703,2.02314238403708,-236.892192956104
1.7021117671659,-0.893889360686781,0.782688399390177,-0.046025342710844,0.156450102731362,0.547006780090367,-0.100134852520459,-1.25968100224037,1.96172232928878,-1.27383798830847,-0.91280517282982,-0.729060580770098,-2.74163106759826,-0.477652690910283,0.611354772016128,-0.247489931977146,1.79545762336768,-238.311469438489
1.4721611701259,1.36909069416297,-1.38596294651184,-0.35027343272479,0.048286830258605,-0.205899748814814,0.17906011602116,-1.20867245685849,2.11870583361867,-0.416226432877761,0.187813661328268,-1.60360593018195,-2.49625743836523,-0.316240260006977,0.801727567896907,0.0291764560235414,1.717714101983,-235.963291721618
1.84609146465358,1.83614610509255,-0.319657503733274,-0.637437749129606,-1.84639294235565,0.226232636410165,0.253195645515039,-1.71793020603343,1.74523338843622,-0.761557189187878,-0.188180639302184,0.220193438165905,1.89690128252519,-1.45033270915185,0.729668622544223,-0.0834085945343044,1.94238871041495,-238.648731840097
1.58338998932644,0.962740809689557,-0.548414827296636,-0.111459171818154,-1.11695329328534,0.414679932382808,0.281961247899266,-1.56128030098121,2.4752317106012,-1.27671351885285,-0.725532049756668,0.0779576116124966,1.22680652310489,-0.664113452695311,0.821971348872604,-0.223129370514704,1.93797020473762,-237.098574434059
1.38593029321821,5.41495773777599,-5.37301744747342,0.174394939407382,-0.151187133180388,2.52692223025319,-0.824207076758203,-2.37598452676804,0.132098305145023,-1.66363058234684,-4.93890858928753,-2.12376068996787,2.00211610843842,1.30353355512595,1.0950728963837,-0.219332703821394,1.89316911489959,-238.872998293127
