"b_Intercept","b_AU10","b_AU12","sigma","Intercept","lp__"
1.87199387025731,4.08603464867532,-1.01593749880285,2.06921906449092,2.22539089101194,-244.411226983004
2.21077414948432,4.68290745214686,-1.56841675996975,1.84615491349292,2.53219239944187,-245.605390449095
1.98770086061349,4.22763076009371,-1.60355825170425,1.79832072560364,2.23905167199795,-245.289760053189
1.81646759299061,5.09728974456876,-1.15081515558437,2.24730191718673,2.28144235315505,-245.744911396206
1.82160088199584,5.43618363312474,-1.86548543069028,2.21896739586051,2.18545681124954,-245.879644967793
2.11245485303187,5.00263004436481,-2.32647693312802,2.04421832819972,2.3211327350557,-245.293400918597
2.00425544342096,4.34673096785913,-0.738846443736566,1.99619960490079,2.45093976097328,-245.346211537412
1.88497403106998,4.12780905617871,-0.909443152431662,2.02127246051307,2.26616635210877,-244.462372781915
2.16238959035094,4.33255659812684,-1.11601721336673,2.23000783271557,2.52908349077531,-246.009761546408
1.69651104520166,5.08436180063124,-1.65425454643295,1.86068158231121,2.05554276671639,-245.326240440205
1.70859202750551,4.49145963450531,-1.53453474387996,1.74881053265455,2.01061375422074,-246.965534597782
2.23255785710128,4.14092284245242,-1.4040504366913,1.78607361822705,2.51322643467583,-246.68646537552
1.9000033440593,4.99078314529966,-1.89075209573888,2.24757790016747,2.19719713739603,-245.5289833297
1.87367719858245,5.13849501347474,-2.03054462819318,2.2168603280279,2.16232244978038,-245.64370267892
2.09249815949547,3.78907922311,-1.10028740015138,1.87178738954379,2.38748410747932,-245.667597363597
1.92805207347187,4.37214526018601,-0.681887215334865,1.9724964179823,2.39002647860066,-245.310542598484
1.9977253403571,4.55206030708459,-1.27773620926668,2.34313829306024,2.36123651183084,-246.411028807091
1.89700424278885,5.05294300286339,-1.08580157677258,2.04869955168288,2.36931329626534,-244.672635775216
1.81775809276839,4.82956079397709,-1.6691957831993,2.06681586872928,2.13855355748261,-244.032055217811
1.6825723517519,4.62071525923495,-1.11134382176265,1.92715976385654,2.08997918300582,-244.511509740799
1.85951410289396,4.38706652086321,-1.14114239677201,1.89708919946151,2.22852829954295,-244.195584842461
2.23265276356709,4.28133191559757,-2.04739327617762,2.18119714861371,2.39958269478517,-245.585699720575
1.69021921414412,4.69440016277755,-0.781523900552841,1.89807203958101,2.17602808475768,-245.352865863858
2.34098397795412,3.68425881978256,-2.26512512559999,2.21771726683525,2.38051103055861,-247.817139861262
2.41167773741132,4.56482296774084,-1.92841007956885,2.19399714452149,2.6423270958096,-246.717977105245
2.17868371589539,5.02381310710345,-1.63727569966561,2.16630859105444,2.53287675832367,-245.50011518867
2.43311816912955,4.67099519742831,-1.66218432011384,2.17259149204277,2.73349316461335,-247.185598554549
2.06396764687679,5.21268192894914,-1.72611181401868,2.22688914631974,2.42583167555557,-245.718578876571
2.02553939261555,5.62781813385929,-1.43739528668369,2.11946775788826,2.5043980414202,-246.435227956164
2.01595109292398,3.32021577276686,-1.24424647518145,2.07680190060871,2.21648158395773,-246.213067419612
1.8818040691732,5.15841010223674,-2.10413294016047,2.21605166310648,2.15797106117266,-245.806013422847
1.87896401640487,5.38916681940981,-1.78151172632684,2.2187865462285,2.25370873777309,-245.658867312936
1.40044459482103,4.28272107571192,-1.33505244642259,2.06505260118982,1.71494699565937,-247.877062128316
1.83367341218497,4.54905233540296,-1.20180566914525,1.95213769137778,2.21247945793464,-243.837733255296
2.10647303096985,4.52397146984233,-1.82249412201194,1.98846976710148,2.35340134639391,-244.012043583539
1.85264049521271,5.05268396933754,-1.21015472995078,1.97824959321243,2.29918558133842,-244.266975250092
1.83459515930376,4.45704952826023,-0.817772952304738,1.9667911341379,2.28016620755246,-244.618811256228
2.05133761895346,4.85570240290124,-2.20957976314935,1.91667593305851,2.26393524077101,-245.0802336919
2.32813298629238,3.87750059109063,-1.35247646772383,2.01793520586473,2.58313793656892,-245.895646873151
1.51821444200967,5.58715217483017,-1.42084504994222,1.77926752148055,1.99488817992924,-248.719491828975
1.6993113774206,5.70812042393036,-1.03013869200464,1.88518201621738,2.2735061892721,-247.439589597616
1.94359951772332,4.02319969479348,-1.38417393464011,2.18939303994002,2.21214279949344,-244.958546575402
1.93176979243697,4.31779465722053,-1.33494335224855,2.21963708888963,2.25113249986424,-244.892720522678
2.02363806387026,3.63140677988977,-0.736039445435182,1.89824019285984,2.37223773445468,-246.559053309452
2.0187071362337,3.8626041948365,-0.845841360911644,1.96902342122912,2.37647846774667,-245.280937981345
1.9540584233614,4.99403718004739,-1.60290001793143,2.04986598705544,2.31125665138213,-243.942237654993
2.2915763580446,4.54290045426322,-2.12841254845172,2.06570133091432,2.47782210033227,-245.323642000977
1.51322523638699,5.55607278041395,-1.82469366888813,1.97608757365559,1.90205727460516,-247.087432937362
1.5607196785473,5.37351609124968,-1.76216866876791,2.03062073190213,1.93730769069872,-246.063573841767
1.79174997585313,4.61319895142681,-1.71440193339179,2.15326470103563,2.07334943121025,-244.736159543507
2.30451924540684,4.20257521955526,-1.47574000935127,2.03699470696032,2.57885927375558,-245.295094897863
1.53310634806568,4.91185711469897,-1.45188078852879,2.00513804792121,1.91021475246648,-245.505277770517
1.75638321107817,4.45323451418597,-1.21958375514953,1.87983072614501,2.11829478093495,-244.49732189186
1.85054146516112,4.71465608128203,-0.967026298570172,1.88292900836994,2.30076444908206,-244.797685693103
1.84009087671452,4.09275379402433,-1.35897315670728,1.79503274743413,2.12344178139913,-245.786927811859
1.84363445151669,4.63459766227434,-1.43162494303059,1.91747229953764,2.18669103741027,-243.847221691173
1.94360340184787,4.09479226936311,-1.03369155965549,1.82547403275759,2.29453511631406,-245.388809297132
1.99350447956427,4.90355068249354,-1.5435165556655,1.83661214819309,2.35050804494293,-244.740280511679
2.18037184370383,4.39521964985117,-1.27970178112051,1.79993217117269,2.52184315103768,-246.274186205666
1.97819115469678,5.01067212683813,-1.00322425531826,2.01653398869069,2.46175470557413,-245.175270115901
1.99599455362704,4.91336738150168,-1.01113537134074,2.02987257150183,2.4644999776947,-245.008611549126
2.24100370152926,4.48109379881089,-1.19688827238937,1.99294399694719,2.6114535484571,-245.565453363453
1.84903655760899,4.53394247506295,-1.55210349743509,2.07907524964749,2.15328307194145,-243.92161973223
1.87885369418188,3.79129724415253,-1.19802045350506,2.07059616057629,2.15392494437428,-244.874600675496
2.08555070064334,5.19462625970822,-1.50357258171942,2.0117895097525,2.49096689197149,-244.955492213115
1.50848191849785,4.71629054644128,-1.15528575704304,2.21999553905208,1.91998011310153,-246.38500149453
2.19699885646106,5.73042041497801,-2.02556965977518,1.81970717835536,2.56831829443558,-249.160388366907
1.91899305479851,5.13679701981195,-1.04896125318191,2.07991803546322,2.41049031549355,-245.14707225649
1.79620651767864,4.93080249950949,-0.858997203044976,2.08280352459067,2.29859364801548,-244.995709094639
2.12558544347311,3.9782682167132,-1.43496888335747,2.21565203836103,2.37742198025615,-245.415116079217
2.06561527977384,4.82729799701644,-1.45810462899121,2.14270288152787,2.42977266646758,-244.577865472595
1.77510928345005,5.47697437972435,-1.3970970232463,1.96090401757003,2.24149946894728,-245.100677738321
1.68589061648878,5.49121277450171,-0.960205143992016,2.13931173866815,2.24463614180101,-246.255134730347
1.65108523940658,4.5358064981689,-1.40929931543966,1.76372672081833,1.98513455320098,-246.887328560517
1.67494153734207,4.47532259478189,-1.32871042694204,1.91437702705576,2.01732180691018,-244.757386749328
1.80339865421387,4.22405791209818,-0.878087481219648,1.87590511959387,2.20435405976818,-245.081197010103
2.01544490216335,3.86326308291732,-0.769697035120103,1.87280753725438,2.38906111323054,-246.192967840296
1.65530682859358,4.8163963942314,-1.92203840986919,2.44886210730777,1.92197424644566,-249.189482048303
1.80165507661465,4.93310786438833,-1.32487192983086,2.05264926446645,2.20797231380665,-243.981048020211
1.80470222544543,4.94928598396294,-1.19608988750347,2.02967563391941,2.23989548788788,-244.092829805259
1.89536443465369,5.22391186642491,-1.54680280786499,2.13502441005958,2.29587583529196,-244.664805892809
2.01836877527693,4.86516559004799,-1.56838400983392,2.04673691856855,2.36493285462825,-243.91416605704
2.0460582137766,4.91622026145287,-1.90231824694796,1.86532081446119,2.33057447460845,-244.756217360262
1.93645587804975,4.55452308002366,-1.53233170200262,1.80361669201644,2.24763181281109,-244.842792131574
1.93216363284228,4.44804341127955,-1.68318956145102,1.88194830701932,2.19744074582201,-244.221159921049
1.78779541186541,4.67041703735157,-1.02301221987779,2.21838578405561,2.22033316462884,-245.219935313375
2.00481904051787,4.08203395788699,-1.40673221642837,1.82812515538226,2.27681016234469,-245.018008295146
1.9261010718685,4.94134028349806,-1.79492998139523,2.10784623842304,2.23630042516578,-244.215868164863
2.0630700576617,4.27493401227885,-1.37476921848748,1.90186684869761,2.36828111759931,-244.218511254977
1.96675246823195,4.1559977543708,-1.08408895591684,2.02898292983267,2.31569927105892,-244.164350405708
2.13437815929917,4.69008059252445,-1.47318620387444,1.97053854604169,2.47648868160438,-244.31093158511
1.52598236199595,5.51031360295766,-1.35145476434453,2.18626136075832,2.00641428702227,-246.580238279224
1.83343097405245,5.68806921221434,-1.41228031909471,2.07930377742545,2.32579631661414,-245.807005439492
1.91196826571534,5.76448560644956,-1.0128857134447,1.89362217961065,2.49750716727155,-248.605705971124
2.24315543211294,4.36044961353967,-1.95627073226141,2.02279347451387,2.43985108937467,-244.770226023549
2.05954019770313,4.81265464213452,-1.57305543341879,1.95819483702202,2.39789488625573,-243.991140942756
2.15227209029415,5.22861750588277,-1.4395745419804,1.95482395132849,2.57561770310962,-245.902922038018
1.87896036750035,5.13990352280584,-1.25473232976261,1.88144185659218,2.32831278517786,-244.911892426953
1.85484121961267,4.29267000670366,-1.31714257710988,2.18892588434241,2.17442137699734,-244.716985687177
1.9121453515024,4.45736285383742,-1.47164443590582,1.9168333586506,2.22247586184429,-243.810480349769
1.89767917675018,4.61663132164539,-1.2886556784258,2.11779433686356,2.2678374945442,-244.037254773588
1.96263582933147,4.7871042594795,-0.924819826882993,1.93717477857312,2.43158403887009,-245.087330685166
1.87051544878033,5.04105366258973,-1.07880923114403,1.85757459753426,2.34263128545257,-245.344215616473
1.84630547682469,5.56386688167783,-1.77726945975804,2.14616523299947,2.24602446883031,-245.515648323882
2.0470169385973,4.69449257598545,-2.5405827184045,2.21542749400097,2.16889535216678,-246.95017586235
1.91727088942356,3.47117394566301,-1.11524746527059,1.87167483417937,2.16531264773489,-246.600903433392
1.67336853008707,4.08496119265814,-0.838862835523594,1.99686115230775,2.06325362517296,-245.239814868549
2.25125170181788,5.03508992716922,-2.37681346327262,2.03816278077293,2.45399235454343,-245.969867143467
2.14710311843674,5.41612337538455,-2.38335953034412,2.02803682534073,2.40104575014272,-246.247350176328
2.01176941452435,5.2936297177478,-2.323974986798,2.03610938116069,2.26110282660033,-245.54452443136
2.07586054545969,4.56654385223745,-1.7104011174887,2.10367541764004,2.35185256973616,-244.107971813326
2.05476661256243,4.75014426173959,-1.1228904654332,2.1077671940734,2.47763675926447,-244.879681534856
1.83907738190658,4.21298636665754,-1.75161068736567,1.92390129162285,2.05777673854231,-244.915552382693
1.85685656003642,4.7206010638965,-1.52784256522045,1.93805613592051,2.1918685898386,-243.765677356673
1.96775408765208,4.67685388506074,-1.33190877216093,2.02547525748034,2.33727004997199,-243.751133277366
1.84216885455486,4.25870148059696,-0.348222751006226,2.08605685915816,2.35752986891178,-246.565010167076
1.76704442491828,4.3761664214614,-0.761397880003417,2.02706188373952,2.21312299063639,-244.752231983357
1.64034447463257,5.79737913816604,-1.04369833811905,2.11914018177273,2.22404538925153,-247.046974315798
1.69373041120002,4.90080375738962,-1.05247987492241,2.0353423760392,2.15194888637326,-244.463250378415
2.10285807713396,4.03474669243858,-1.72657443754545,1.90212427049397,2.3021525648747,-244.760737277093
1.69943792580014,5.17304286117861,-1.20113288104819,2.15692586880749,2.16445082781481,-245.123192560773
1.65141912775237,5.40807412846531,-1.31987916577712,2.36526708198907,2.12428193875921,-247.676744709162
2.30444400145664,4.80640734470627,-1.21142542082235,2.17043915787142,2.7167569964184,-247.172885097998
2.26018587990405,4.46340300422557,-1.69620111800334,2.01385443324621,2.52488951124482,-244.751992700062
1.90172259196022,4.20885793818273,-1.64557143565743,1.85651523739888,2.14179166571148,-244.863003364147
1.62178179061115,5.00285409126239,-1.03603975154073,1.85727115245788,2.09747757874236,-245.701471423101
2.16576205669305,3.96374700527316,-1.80969843484235,2.06222447726798,2.33806541572886,-244.834264815574
2.36334456799284,4.27968101916895,-1.5056309856141,2.07586585199385,2.64213553913047,-245.881601597528
1.82374238390391,4.83338882241605,-1.70183119782681,1.99183951893801,2.13831369779023,-243.948671288584
1.78525084777737,5.56557535629961,-1.12472350443401,1.95177128229086,2.32021499945304,-246.048985661372
